location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,-1,0.01,38.047318026271824,2023-12-09,2023-12-09,quantile,wk inc flu hosp
02,-1,0.01,1.4788262556894403,2023-12-09,2023-12-09,quantile,wk inc flu hosp
04,-1,0.01,159.25595108028512,2023-12-09,2023-12-09,quantile,wk inc flu hosp
05,-1,0.01,1.5806286529841191,2023-12-09,2023-12-09,quantile,wk inc flu hosp
06,-1,0.01,382.52606021987935,2023-12-09,2023-12-09,quantile,wk inc flu hosp
08,-1,0.01,57.74712380549765,2023-12-09,2023-12-09,quantile,wk inc flu hosp
09,-1,0.01,27.201845093584758,2023-12-09,2023-12-09,quantile,wk inc flu hosp
10,-1,0.01,0.0,2023-12-09,2023-12-09,quantile,wk inc flu hosp
11,-1,0.01,2.690200071160442,2023-12-09,2023-12-09,quantile,wk inc flu hosp
12,-1,0.01,491.71182337342816,2023-12-09,2023-12-09,quantile,wk inc flu hosp
13,-1,0.01,148.1534373673223,2023-12-09,2023-12-09,quantile,wk inc flu hosp
15,-1,0.01,3.4501464625202147,2023-12-09,2023-12-09,quantile,wk inc flu hosp
16,-1,0.01,2.4541573407242643,2023-12-09,2023-12-09,quantile,wk inc flu hosp
17,-1,0.01,83.72323212533671,2023-12-09,2023-12-09,quantile,wk inc flu hosp
18,-1,0.01,88.78967164093955,2023-12-09,2023-12-09,quantile,wk inc flu hosp
19,-1,0.01,18.90937446599663,2023-12-09,2023-12-09,quantile,wk inc flu hosp
20,-1,0.01,14.68723855959145,2023-12-09,2023-12-09,quantile,wk inc flu hosp
21,-1,0.01,19.014182713471634,2023-12-09,2023-12-09,quantile,wk inc flu hosp
22,-1,0.01,62.58758222924129,2023-12-09,2023-12-09,quantile,wk inc flu hosp
23,-1,0.01,0.0,2023-12-09,2023-12-09,quantile,wk inc flu hosp
24,-1,0.01,37.680550056539715,2023-12-09,2023-12-09,quantile,wk inc flu hosp
25,-1,0.01,55.2673376046312,2023-12-09,2023-12-09,quantile,wk inc flu hosp
26,-1,0.01,36.20980499438257,2023-12-09,2023-12-09,quantile,wk inc flu hosp
27,-1,0.01,13.751100999316256,2023-12-09,2023-12-09,quantile,wk inc flu hosp
28,-1,0.01,42.617168242684684,2023-12-09,2023-12-09,quantile,wk inc flu hosp
29,-1,0.01,39.34414007938982,2023-12-09,2023-12-09,quantile,wk inc flu hosp
30,-1,0.01,8.48358176791278,2023-12-09,2023-12-09,quantile,wk inc flu hosp
31,-1,0.01,0.0,2023-12-09,2023-12-09,quantile,wk inc flu hosp
32,-1,0.01,21.518676594932213,2023-12-09,2023-12-09,quantile,wk inc flu hosp
33,-1,0.01,0.0,2023-12-09,2023-12-09,quantile,wk inc flu hosp
34,-1,0.01,61.59373397706035,2023-12-09,2023-12-09,quantile,wk inc flu hosp
35,-1,0.01,21.49141530983364,2023-12-09,2023-12-09,quantile,wk inc flu hosp
36,-1,0.01,250.79078895054528,2023-12-09,2023-12-09,quantile,wk inc flu hosp
37,-1,0.01,130.89679982623355,2023-12-09,2023-12-09,quantile,wk inc flu hosp
38,-1,0.01,3.619967740174762,2023-12-09,2023-12-09,quantile,wk inc flu hosp
39,-1,0.01,74.27851093951176,2023-12-09,2023-12-09,quantile,wk inc flu hosp
